00062,1,1,OPX000100000148,33521902839,13/05/2026,12078310.00,2.00,241566.20,001,907
00063,1,1,OPX000100000154,30708895780,14/05/2026,7501433.50,1.25,93767.92,001,907
00064,1,1,OPX000100000155,30516139451,14/05/2026,236498.86,2.50,5912.47,001,907
00065,1,1,OPX000100000155,30516139451,14/05/2026,1655657.27,2.50,41391.43,001,907
00066,1,1,OPX000100000161,30504065207,14/05/2026,28829503.69,0.75,216221.28,001,907
00067,1,1,OPX000100000161,30504065207,14/05/2026,522887.22,0.75,3921.65,001,907
00068,1,1,OPX000100000162,30708895780,14/05/2026,229086.70,1.25,2863.58,001,907
00069,1,1,OPX000100000171,30507950848,15/05/2026,392316.44,2.00,7846.33,001,907
00070,1,1,OPX000100000171,30507950848,15/05/2026,851006.29,2.00,17020.13,001,907
00071,1,1,OPX000100000171,30507950848,15/05/2026,125890.03,2.00,2517.80,001,907
00072,1,1,OPX000100000171,30507950848,15/05/2026,125890.02,2.00,2517.80,001,907
00073,1,1,OPX000100000172,30502793175,15/05/2026,25522196.07,1.00,255221.96,001,907
00074,1,1,OPX000100000176,30707249168,15/05/2026,689427.52,1.50,10341.41,001,907
00075,1,1,OPX000100000177,30504155354,15/05/2026,16573046.83,1.25,207163.09,001,907
